
--------------------------------------------------------------------------------
WORKER run_id=2 method=thrifty_dagger kind=thrifty
--------------------------------------------------------------------------------

--------------------------------------------------------------------------------
THRIFTY_DAGGER ROUND 1  (remaining budget = 15)
--------------------------------------------------------------------------------
[12:59:00] [iil-baseline] round 1: pool=20 successes=10 failures=10 correction_sr=0.500
[12:59:00] [iil-baseline] round 1: picked=1 saved=1 cum_extras=1/15
[12:59:00] [uncertainty] member 0: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/checkpoints/member_0 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 2 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos/round_001
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos/round_001
[hybrid-dataset] 20 demos -> 103 samples
[hybrid-dataset] 1 demos -> 7 samples
[finetune_replay] sampler audit: {'n_old_samples': 103, 'n_new_samples': 7, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=0.4150 top1=0.828 | val loss=0.0298 | t=1.2s  *
[finetune_replay] ep  22/90 | train loss=0.0035 top1=1.000 | val loss=0.0023 | t=0.1s
[finetune_replay] ep  23/90 | train loss=0.0031 top1=1.000 | val loss=0.0022 | t=0.1s
[finetune_replay] ep  24/90 | train loss=0.0035 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  25/90 | train loss=0.0038 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  26/90 | train loss=0.0029 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  27/90 | train loss=0.0028 top1=1.000 | val loss=0.0023 | t=0.1s
[finetune_replay] ep  28/90 | train loss=0.0028 top1=1.000 | val loss=0.0022 | t=0.1s
[finetune_replay] ep  29/90 | train loss=0.0025 top1=1.000 | val loss=0.0019 | t=0.1s
[finetune_replay] ep  30/90 | train loss=0.0025 top1=1.000 | val loss=0.0015 | t=0.1s  *
[finetune_replay] ep  31/90 | train loss=0.0024 top1=1.000 | val loss=0.0014 | t=0.1s  *
[finetune_replay] ep  32/90 | train loss=0.0025 top1=1.000 | val loss=0.0015 | t=0.1s
[finetune_replay] ep  33/90 | train loss=0.0021 top1=1.000 | val loss=0.0015 | t=0.1s
[finetune_replay] ep  34/90 | train loss=0.0027 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  35/90 | train loss=0.0021 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  36/90 | train loss=0.0020 top1=1.000 | val loss=0.0014 | t=0.1s  *
[finetune_replay] ep  37/90 | train loss=0.0025 top1=1.000 | val loss=0.0013 | t=0.1s  *
[finetune_replay] ep  38/90 | train loss=0.0022 top1=1.000 | val loss=0.0013 | t=0.2s
[finetune_replay] ep  39/90 | train loss=0.0020 top1=1.000 | val loss=0.0014 | t=0.2s
[finetune_replay] ep  40/90 | train loss=0.0019 top1=1.000 | val loss=0.0014 | t=0.1s
[finetune_replay] ep  41/90 | train loss=0.0015 top1=1.000 | val loss=0.0013 | t=0.1s
[finetune_replay] ep  42/90 | train loss=0.0025 top1=1.000 | val loss=0.0013 | t=0.1s
[finetune_replay] ep  43/90 | train loss=0.0016 top1=1.000 | val loss=0.0012 | t=0.1s  *
[finetune_replay] ep  44/90 | train loss=0.0018 top1=1.000 | val loss=0.0012 | t=0.1s  *
[finetune_replay] ep  45/90 | train loss=0.0019 top1=1.000 | val loss=0.0011 | t=0.1s  *
[finetune_replay] ep  46/90 | train loss=0.0018 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  47/90 | train loss=0.0018 top1=1.000 | val loss=0.0013 | t=0.1s
[finetune_replay] ep  48/90 | train loss=0.0018 top1=1.000 | val loss=0.0014 | t=0.1s
[finetune_replay] ep  49/90 | train loss=0.0014 top1=1.000 | val loss=0.0015 | t=0.1s
[finetune_replay] ep  50/90 | train loss=0.0017 top1=1.000 | val loss=0.0016 | t=0.2s
[finetune_replay] ep  51/90 | train loss=0.0016 top1=1.000 | val loss=0.0015 | t=0.1s
[finetune_replay] ep  52/90 | train loss=0.0015 top1=1.000 | val loss=0.0014 | t=0.1s
[finetune_replay] ep  53/90 | train loss=0.0015 top1=1.000 | val loss=0.0013 | t=0.1s
[finetune_replay] ep  54/90 | train loss=0.0016 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  55/90 | train loss=0.0025 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  56/90 | train loss=0.0017 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  57/90 | train loss=0.0014 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  58/90 | train loss=0.0015 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  59/90 | train loss=0.0016 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  60/90 | train loss=0.0014 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  61/90 | train loss=0.0016 top1=1.000 | val loss=0.0012 | t=0.2s
[finetune_replay] ep  62/90 | train loss=0.0013 top1=1.000 | val loss=0.0013 | t=0.1s
[finetune_replay] ep  63/90 | train loss=0.0015 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  64/90 | train loss=0.0018 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  65/90 | train loss=0.0015 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  66/90 | train loss=0.0015 top1=1.000 | val loss=0.0011 | t=0.1s
[finetune_replay] ep  67/90 | train loss=0.0018 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  68/90 | train loss=0.0018 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  69/90 | train loss=0.0017 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  70/90 | train loss=0.0017 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  71/90 | train loss=0.0014 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  72/90 | train loss=0.0013 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  73/90 | train loss=0.0012 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  74/90 | train loss=0.0013 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  75/90 | train loss=0.0011 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  76/90 | train loss=0.0015 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  77/90 | train loss=0.0014 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  78/90 | train loss=0.0015 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  79/90 | train loss=0.0012 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  80/90 | train loss=0.0014 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  81/90 | train loss=0.0014 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  82/90 | train loss=0.0013 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  83/90 | train loss=0.0012 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  84/90 | train loss=0.0013 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  85/90 | train loss=0.0014 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  86/90 | train loss=0.0023 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  87/90 | train loss=0.0014 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  88/90 | train loss=0.0019 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  89/90 | train loss=0.0014 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] ep  90/90 | train loss=0.0013 top1=1.000 | val loss=0.0012 | t=0.1s
[finetune_replay] DONE best_val_loss=0.0011 @ epoch 45
[12:59:29] [uncertainty] member 1: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/checkpoints/member_1 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 103 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos/round_001
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos/round_001
[hybrid-dataset] 20 demos -> 103 samples
[hybrid-dataset] 1 demos -> 7 samples
[finetune_replay] sampler audit: {'n_old_samples': 103, 'n_new_samples': 7, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=0.1577 top1=0.949 | val loss=0.1495 | t=0.9s  *
[finetune_replay] ep   2/90 | train loss=0.0885 top1=0.980 | val loss=0.1138 | t=0.2s  *
[finetune_replay] ep   3/90 | train loss=0.0205 top1=1.000 | val loss=0.0855 | t=0.3s  *
[finetune_replay] ep   4/90 | train loss=0.0115 top1=1.000 | val loss=0.0770 | t=0.1s  *
[finetune_replay] ep   5/90 | train loss=0.0101 top1=1.000 | val loss=0.0725 | t=0.1s  *
[finetune_replay] ep   6/90 | train loss=0.0051 top1=1.000 | val loss=0.0757 | t=0.1s
[finetune_replay] ep   7/90 | train loss=0.0068 top1=1.000 | val loss=0.0746 | t=0.1s
[finetune_replay] ep   8/90 | train loss=0.0051 top1=1.000 | val loss=0.0690 | t=0.1s  *
[finetune_replay] ep   9/90 | train loss=0.0081 top1=1.000 | val loss=0.0729 | t=0.1s
[finetune_replay] ep  10/90 | train loss=0.0042 top1=1.000 | val loss=0.0779 | t=0.1s
[finetune_replay] ep  11/90 | train loss=0.0040 top1=1.000 | val loss=0.0792 | t=0.1s
[finetune_replay] ep  12/90 | train loss=0.0045 top1=1.000 | val loss=0.0786 | t=0.1s
[finetune_replay] ep  13/90 | train loss=0.0031 top1=1.000 | val loss=0.0764 | t=0.1s
[finetune_replay] ep  14/90 | train loss=0.0029 top1=1.000 | val loss=0.0735 | t=0.1s
[finetune_replay] ep  15/90 | train loss=0.0027 top1=1.000 | val loss=0.0724 | t=0.1s
[finetune_replay] ep  16/90 | train loss=0.0023 top1=1.000 | val loss=0.0704 | t=0.2s
[finetune_replay] ep  17/90 | train loss=0.0025 top1=1.000 | val loss=0.0691 | t=0.1s
[finetune_replay] ep  18/90 | train loss=0.0021 top1=1.000 | val loss=0.0695 | t=0.1s
[finetune_replay] ep  19/90 | train loss=0.0017 top1=1.000 | val loss=0.0703 | t=0.1s
[finetune_replay] ep  20/90 | train loss=0.0021 top1=1.000 | val loss=0.0717 | t=0.1s
[finetune_replay] ep  21/90 | train loss=0.0017 top1=1.000 | val loss=0.0719 | t=0.1s
[finetune_replay] ep  22/90 | train loss=0.0021 top1=1.000 | val loss=0.0726 | t=0.1s
[finetune_replay] ep  23/90 | train loss=0.0017 top1=1.000 | val loss=0.0739 | t=0.1s
[finetune_replay] ep  24/90 | train loss=0.0018 top1=1.000 | val loss=0.0740 | t=0.1s
[finetune_replay] ep  25/90 | train loss=0.0015 top1=1.000 | val loss=0.0744 | t=0.1s
[finetune_replay] ep  26/90 | train loss=0.0017 top1=1.000 | val loss=0.0734 | t=0.1s
[finetune_replay] ep  27/90 | train loss=0.0014 top1=1.000 | val loss=0.0730 | t=0.1s
[finetune_replay] ep  28/90 | train loss=0.0015 top1=1.000 | val loss=0.0715 | t=0.1s
[finetune_replay] ep  29/90 | train loss=0.0015 top1=1.000 | val loss=0.0716 | t=0.2s
[finetune_replay] ep  30/90 | train loss=0.0013 top1=1.000 | val loss=0.0708 | t=0.1s
[finetune_replay] ep  31/90 | train loss=0.0013 top1=1.000 | val loss=0.0703 | t=0.1s
[finetune_replay] ep  32/90 | train loss=0.0015 top1=1.000 | val loss=0.0717 | t=0.1s
[finetune_replay] ep  33/90 | train loss=0.0011 top1=1.000 | val loss=0.0721 | t=0.1s
[finetune_replay] ep  34/90 | train loss=0.0012 top1=1.000 | val loss=0.0727 | t=0.1s
[finetune_replay] ep  35/90 | train loss=0.0013 top1=1.000 | val loss=0.0719 | t=0.1s
[finetune_replay] ep  36/90 | train loss=0.0009 top1=1.000 | val loss=0.0716 | t=0.1s
[finetune_replay] ep  37/90 | train loss=0.0012 top1=1.000 | val loss=0.0713 | t=0.1s
[finetune_replay] ep  38/90 | train loss=0.0011 top1=1.000 | val loss=0.0706 | t=0.1s
[finetune_replay] ep  39/90 | train loss=0.0014 top1=1.000 | val loss=0.0715 | t=0.1s
[finetune_replay] ep  40/90 | train loss=0.0011 top1=1.000 | val loss=0.0715 | t=0.2s
[finetune_replay] ep  41/90 | train loss=0.0012 top1=1.000 | val loss=0.0720 | t=0.1s
[finetune_replay] ep  42/90 | train loss=0.0014 top1=1.000 | val loss=0.0717 | t=0.1s
[finetune_replay] ep  43/90 | train loss=0.0010 top1=1.000 | val loss=0.0723 | t=0.1s
[finetune_replay] ep  44/90 | train loss=0.0010 top1=1.000 | val loss=0.0728 | t=0.1s
[finetune_replay] ep  45/90 | train loss=0.0011 top1=1.000 | val loss=0.0724 | t=0.1s
[finetune_replay] ep  46/90 | train loss=0.0011 top1=1.000 | val loss=0.0733 | t=0.1s
[finetune_replay] ep  47/90 | train loss=0.0010 top1=1.000 | val loss=0.0728 | t=0.1s
[finetune_replay] ep  48/90 | train loss=0.0011 top1=1.000 | val loss=0.0722 | t=0.1s
[finetune_replay] ep  49/90 | train loss=0.0010 top1=1.000 | val loss=0.0735 | t=0.1s
[finetune_replay] ep  50/90 | train loss=0.0012 top1=1.000 | val loss=0.0740 | t=0.1s
[finetune_replay] ep  51/90 | train loss=0.0009 top1=1.000 | val loss=0.0744 | t=0.1s
[finetune_replay] ep  52/90 | train loss=0.0009 top1=1.000 | val loss=0.0741 | t=0.1s
[finetune_replay] ep  53/90 | train loss=0.0009 top1=1.000 | val loss=0.0741 | t=0.1s
[finetune_replay] ep  54/90 | train loss=0.0009 top1=1.000 | val loss=0.0741 | t=0.1s
[finetune_replay] ep  55/90 | train loss=0.0009 top1=1.000 | val loss=0.0738 | t=0.1s
[finetune_replay] ep  56/90 | train loss=0.0008 top1=1.000 | val loss=0.0739 | t=0.1s
[finetune_replay] ep  57/90 | train loss=0.0011 top1=1.000 | val loss=0.0742 | t=0.1s
[finetune_replay] ep  58/90 | train loss=0.0010 top1=1.000 | val loss=0.0742 | t=0.1s
[finetune_replay] ep  59/90 | train loss=0.0011 top1=1.000 | val loss=0.0748 | t=0.1s
[finetune_replay] ep  60/90 | train loss=0.0010 top1=1.000 | val loss=0.0751 | t=0.1s
[finetune_replay] ep  61/90 | train loss=0.0011 top1=1.000 | val loss=0.0759 | t=0.1s
[finetune_replay] ep  62/90 | train loss=0.0010 top1=1.000 | val loss=0.0758 | t=0.1s
[finetune_replay] ep  63/90 | train loss=0.0008 top1=1.000 | val loss=0.0760 | t=0.1s
[finetune_replay] ep  64/90 | train loss=0.0009 top1=1.000 | val loss=0.0764 | t=0.1s
[finetune_replay] ep  65/90 | train loss=0.0010 top1=1.000 | val loss=0.0767 | t=0.1s
[finetune_replay] ep  66/90 | train loss=0.0009 top1=1.000 | val loss=0.0771 | t=0.1s
[finetune_replay] ep  67/90 | train loss=0.0008 top1=1.000 | val loss=0.0769 | t=0.1s
[finetune_replay] ep  68/90 | train loss=0.0009 top1=1.000 | val loss=0.0776 | t=0.1s
[finetune_replay] ep  69/90 | train loss=0.0009 top1=1.000 | val loss=0.0773 | t=0.1s
[finetune_replay] ep  70/90 | train loss=0.0008 top1=1.000 | val loss=0.0776 | t=0.1s
[finetune_replay] ep  71/90 | train loss=0.0008 top1=1.000 | val loss=0.0774 | t=0.1s
[finetune_replay] ep  72/90 | train loss=0.0008 top1=1.000 | val loss=0.0780 | t=0.1s
[finetune_replay] ep  73/90 | train loss=0.0010 top1=1.000 | val loss=0.0777 | t=0.1s
[finetune_replay] ep  74/90 | train loss=0.0007 top1=1.000 | val loss=0.0773 | t=0.1s
[finetune_replay] ep  75/90 | train loss=0.0009 top1=1.000 | val loss=0.0762 | t=0.1s
[finetune_replay] ep  76/90 | train loss=0.0009 top1=1.000 | val loss=0.0770 | t=0.1s
[finetune_replay] ep  77/90 | train loss=0.0008 top1=1.000 | val loss=0.0769 | t=0.1s
[finetune_replay] ep  78/90 | train loss=0.0008 top1=1.000 | val loss=0.0769 | t=0.1s
[finetune_replay] ep  79/90 | train loss=0.0010 top1=1.000 | val loss=0.0763 | t=0.1s
[finetune_replay] ep  80/90 | train loss=0.0010 top1=1.000 | val loss=0.0759 | t=0.1s
[finetune_replay] ep  81/90 | train loss=0.0007 top1=1.000 | val loss=0.0757 | t=0.1s
[finetune_replay] ep  82/90 | train loss=0.0009 top1=1.000 | val loss=0.0758 | t=0.1s
[finetune_replay] ep  83/90 | train loss=0.0009 top1=1.000 | val loss=0.0757 | t=0.1s
[finetune_replay] ep  84/90 | train loss=0.0008 top1=1.000 | val loss=0.0762 | t=0.1s
[finetune_replay] ep  85/90 | train loss=0.0007 top1=1.000 | val loss=0.0762 | t=0.1s
[finetune_replay] ep  86/90 | train loss=0.0009 top1=1.000 | val loss=0.0762 | t=0.1s
[finetune_replay] ep  87/90 | train loss=0.0009 top1=1.000 | val loss=0.0765 | t=0.1s
[finetune_replay] ep  88/90 | train loss=0.0010 top1=1.000 | val loss=0.0769 | t=0.1s
[finetune_replay] ep  89/90 | train loss=0.0008 top1=1.000 | val loss=0.0768 | t=0.1s
[finetune_replay] ep  90/90 | train loss=0.0009 top1=1.000 | val loss=0.0770 | t=0.1s
[finetune_replay] DONE best_val_loss=0.0690 @ epoch 8
[12:59:58] [uncertainty] member 2: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/checkpoints/member_2 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 204 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos/round_001
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_2/thrifty_dagger/demos/round_001
[hybrid-dataset] 20 demos -> 103 samples
[hybrid-dataset] 1 demos -> 7 samples
[finetune_replay] sampler audit: {'n_old_samples': 103, 'n_new_samples': 7, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=0.2825 top1=0.899 | val loss=0.0857 | t=0.9s  *
[finetune_replay] ep   2/90 | train loss=0.1990 top1=0.899 | val loss=0.0422 | t=0.2s  *
[finetune_replay] ep   3/90 | train loss=0.1164 top1=0.939 | val loss=0.0183 | t=0.1s  *
[finetune_replay] ep   4/90 | train loss=0.0398 top1=1.000 | val loss=0.0479 | t=0.1s
[finetune_replay] ep   5/90 | train loss=0.0337 top1=1.000 | val loss=0.0233 | t=0.1s
[finetune_replay] ep   6/90 | train loss=0.0259 top1=1.000 | val loss=0.0147 | t=0.1s  *
[finetune_replay] ep   7/90 | train loss=0.0231 top1=1.000 | val loss=0.0181 | t=0.2s
[finetune_replay] ep   8/90 | train loss=0.0195 top1=1.000 | val loss=0.0112 | t=0.1s  *
[finetune_replay] ep   9/90 | train loss=0.0065 top1=1.000 | val loss=0.0103 | t=0.2s  *
[finetune_replay] ep  10/90 | train loss=0.0067 top1=1.000 | val loss=0.0099 | t=0.1s  *
[finetune_replay] ep  11/90 | train loss=0.0064 top1=1.000 | val loss=0.0109 | t=0.1s
[finetune_replay] ep  12/90 | train loss=0.0058 top1=1.000 | val loss=0.0114 | t=0.1s
[finetune_replay] ep  13/90 | train loss=0.0087 top1=1.000 | val loss=0.0109 | t=0.1s
[finetune_replay] ep  14/90 | train loss=0.0044 top1=1.000 | val loss=0.0107 | t=0.1s
[finetune_replay] ep  15/90 | train loss=0.0049 top1=1.000 | val loss=0.0115 | t=0.2s
[finetune_replay] ep  16/90 | train loss=0.0055 top1=1.000 | val loss=0.0114 | t=0.1s
[finetune_replay] ep  17/90 | train loss=0.0048 top1=1.000 | val loss=0.0132 | t=0.1s
[finetune_replay] ep  18/90 | train loss=0.0041 top1=1.000 | val loss=0.0133 | t=0.1s
[finetune_replay] ep  19/90 | train loss=0.0036 top1=1.000 | val loss=0.0133 | t=0.1s
[finetune_replay] ep  20/90 | train loss=0.0025 top1=1.000 | val loss=0.0128 | t=0.1s
[finetune_replay] ep  21/90 | train loss=0.0033 top1=1.000 | val loss=0.0125 | t=0.1s
[finetune_replay] ep  22/90 | train loss=0.0036 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  23/90 | train loss=0.0023 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  24/90 | train loss=0.0034 top1=1.000 | val loss=0.0150 | t=0.1s
[finetune_replay] ep  25/90 | train loss=0.0033 top1=1.000 | val loss=0.0163 | t=0.1s
