
--------------------------------------------------------------------------------
WORKER run_id=8 method=ensemble_dagger kind=ensemble
--------------------------------------------------------------------------------

--------------------------------------------------------------------------------
ENSEMBLE_DAGGER ROUND 1  (remaining budget = 15)
--------------------------------------------------------------------------------
[14:41:23] [iil-baseline] round 1: pool=20 successes=6 failures=14 correction_sr=0.300
[14:41:23] [iil-baseline] round 1: picked=1 saved=1 cum_extras=1/15
[14:41:23] [uncertainty] member 0: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/checkpoints/member_0 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 8 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos/round_001
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos/round_001
[hybrid-dataset] 20 demos -> 103 samples
[hybrid-dataset] 1 demos -> 6 samples
[finetune_replay] sampler audit: {'n_old_samples': 103, 'n_new_samples': 6, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=0.5905 top1=0.909 | val loss=0.5489 | t=1.0s  *
[finetune_replay] ep  22/90 | train loss=0.0018 top1=1.000 | val loss=0.1944 | t=0.1s
[finetune_replay] ep  23/90 | train loss=0.0022 top1=1.000 | val loss=0.2037 | t=0.1s
[finetune_replay] ep  24/90 | train loss=0.0020 top1=1.000 | val loss=0.2074 | t=0.1s
[finetune_replay] ep  25/90 | train loss=0.0029 top1=1.000 | val loss=0.2247 | t=0.1s
[finetune_replay] ep  26/90 | train loss=0.0021 top1=1.000 | val loss=0.2308 | t=0.1s
[finetune_replay] ep  27/90 | train loss=0.0019 top1=1.000 | val loss=0.2396 | t=0.1s
[finetune_replay] ep  28/90 | train loss=0.0021 top1=1.000 | val loss=0.2376 | t=0.1s
[finetune_replay] ep  29/90 | train loss=0.0022 top1=1.000 | val loss=0.2292 | t=0.1s
[finetune_replay] ep  30/90 | train loss=0.0020 top1=1.000 | val loss=0.2252 | t=0.1s
[finetune_replay] ep  31/90 | train loss=0.0015 top1=1.000 | val loss=0.2180 | t=0.1s
[finetune_replay] ep  32/90 | train loss=0.0020 top1=1.000 | val loss=0.2288 | t=0.1s
[finetune_replay] ep  33/90 | train loss=0.0016 top1=1.000 | val loss=0.2383 | t=0.1s
[finetune_replay] ep  34/90 | train loss=0.0013 top1=1.000 | val loss=0.2384 | t=0.1s
[finetune_replay] ep  35/90 | train loss=0.0016 top1=1.000 | val loss=0.2224 | t=0.1s
[finetune_replay] ep  36/90 | train loss=0.0014 top1=1.000 | val loss=0.2088 | t=0.1s
[finetune_replay] ep  37/90 | train loss=0.0017 top1=1.000 | val loss=0.2146 | t=0.1s
[finetune_replay] ep  38/90 | train loss=0.0014 top1=1.000 | val loss=0.2246 | t=0.1s
[finetune_replay] ep  39/90 | train loss=0.0013 top1=1.000 | val loss=0.2426 | t=0.1s
[finetune_replay] ep  40/90 | train loss=0.0018 top1=1.000 | val loss=0.2594 | t=0.1s
[finetune_replay] ep  41/90 | train loss=0.0013 top1=1.000 | val loss=0.2671 | t=0.1s
[finetune_replay] ep  42/90 | train loss=0.0014 top1=1.000 | val loss=0.2585 | t=0.1s
[finetune_replay] ep  43/90 | train loss=0.0014 top1=1.000 | val loss=0.2418 | t=0.1s
[finetune_replay] ep  44/90 | train loss=0.0012 top1=1.000 | val loss=0.2178 | t=0.1s
[finetune_replay] ep  45/90 | train loss=0.0010 top1=1.000 | val loss=0.2039 | t=0.1s
[finetune_replay] ep  46/90 | train loss=0.0016 top1=1.000 | val loss=0.2019 | t=0.1s
[finetune_replay] ep  47/90 | train loss=0.0017 top1=1.000 | val loss=0.2124 | t=0.1s
[finetune_replay] ep  48/90 | train loss=0.0012 top1=1.000 | val loss=0.2248 | t=0.1s
[finetune_replay] ep  49/90 | train loss=0.0014 top1=1.000 | val loss=0.2339 | t=0.1s
[finetune_replay] ep  50/90 | train loss=0.0012 top1=1.000 | val loss=0.2328 | t=0.1s
[finetune_replay] ep  51/90 | train loss=0.0015 top1=1.000 | val loss=0.2358 | t=0.1s
[finetune_replay] ep  52/90 | train loss=0.0012 top1=1.000 | val loss=0.2432 | t=0.1s
[finetune_replay] ep  53/90 | train loss=0.0012 top1=1.000 | val loss=0.2502 | t=0.1s
[finetune_replay] ep  54/90 | train loss=0.0014 top1=1.000 | val loss=0.2522 | t=0.1s
[finetune_replay] ep  55/90 | train loss=0.0013 top1=1.000 | val loss=0.2508 | t=0.1s
[finetune_replay] ep  56/90 | train loss=0.0012 top1=1.000 | val loss=0.2383 | t=0.2s
[finetune_replay] ep  57/90 | train loss=0.0015 top1=1.000 | val loss=0.2306 | t=0.1s
[finetune_replay] ep  58/90 | train loss=0.0015 top1=1.000 | val loss=0.2240 | t=0.1s
[finetune_replay] ep  59/90 | train loss=0.0011 top1=1.000 | val loss=0.2132 | t=0.1s
[finetune_replay] ep  60/90 | train loss=0.0013 top1=1.000 | val loss=0.2036 | t=0.1s
[finetune_replay] ep  61/90 | train loss=0.0010 top1=1.000 | val loss=0.2021 | t=0.1s
[finetune_replay] ep  62/90 | train loss=0.0016 top1=1.000 | val loss=0.2078 | t=0.1s
[finetune_replay] ep  63/90 | train loss=0.0009 top1=1.000 | val loss=0.2172 | t=0.1s
[finetune_replay] ep  64/90 | train loss=0.0011 top1=1.000 | val loss=0.2210 | t=0.1s
[finetune_replay] ep  65/90 | train loss=0.0012 top1=1.000 | val loss=0.2227 | t=0.1s
[finetune_replay] ep  66/90 | train loss=0.0012 top1=1.000 | val loss=0.2243 | t=0.1s
[finetune_replay] ep  67/90 | train loss=0.0014 top1=1.000 | val loss=0.2267 | t=0.1s
[finetune_replay] ep  68/90 | train loss=0.0012 top1=1.000 | val loss=0.2359 | t=0.1s
[finetune_replay] ep  69/90 | train loss=0.0011 top1=1.000 | val loss=0.2421 | t=0.1s
[finetune_replay] ep  70/90 | train loss=0.0014 top1=1.000 | val loss=0.2466 | t=0.1s
[finetune_replay] ep  71/90 | train loss=0.0010 top1=1.000 | val loss=0.2449 | t=0.1s
[finetune_replay] ep  72/90 | train loss=0.0011 top1=1.000 | val loss=0.2416 | t=0.1s
[finetune_replay] ep  73/90 | train loss=0.0010 top1=1.000 | val loss=0.2433 | t=0.1s
[finetune_replay] ep  74/90 | train loss=0.0012 top1=1.000 | val loss=0.2436 | t=0.1s
[finetune_replay] ep  75/90 | train loss=0.0011 top1=1.000 | val loss=0.2367 | t=0.1s
[finetune_replay] ep  76/90 | train loss=0.0013 top1=1.000 | val loss=0.2373 | t=0.1s
[finetune_replay] ep  77/90 | train loss=0.0012 top1=1.000 | val loss=0.2369 | t=0.1s
[finetune_replay] ep  78/90 | train loss=0.0011 top1=1.000 | val loss=0.2383 | t=0.1s
[finetune_replay] ep  79/90 | train loss=0.0013 top1=1.000 | val loss=0.2382 | t=0.1s
[finetune_replay] ep  80/90 | train loss=0.0010 top1=1.000 | val loss=0.2371 | t=0.1s
[finetune_replay] ep  81/90 | train loss=0.0014 top1=1.000 | val loss=0.2353 | t=0.1s
[finetune_replay] ep  82/90 | train loss=0.0011 top1=1.000 | val loss=0.2390 | t=0.1s
[finetune_replay] ep  83/90 | train loss=0.0013 top1=1.000 | val loss=0.2381 | t=0.1s
[finetune_replay] ep  84/90 | train loss=0.0009 top1=1.000 | val loss=0.2339 | t=0.1s
[finetune_replay] ep  85/90 | train loss=0.0008 top1=1.000 | val loss=0.2347 | t=0.1s
[finetune_replay] ep  86/90 | train loss=0.0012 top1=1.000 | val loss=0.2361 | t=0.1s
[finetune_replay] ep  87/90 | train loss=0.0010 top1=1.000 | val loss=0.2333 | t=0.1s
[finetune_replay] ep  88/90 | train loss=0.0011 top1=1.000 | val loss=0.2328 | t=0.1s
[finetune_replay] ep  89/90 | train loss=0.0011 top1=1.000 | val loss=0.2334 | t=0.1s
[finetune_replay] ep  90/90 | train loss=0.0011 top1=1.000 | val loss=0.2367 | t=0.1s
[finetune_replay] DONE best_val_loss=0.1307 @ epoch 7
[14:41:51] [uncertainty] member 1: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/checkpoints/member_1 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 109 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos/round_001
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos/round_001
[hybrid-dataset] 20 demos -> 103 samples
[hybrid-dataset] 1 demos -> 6 samples
[finetune_replay] sampler audit: {'n_old_samples': 103, 'n_new_samples': 6, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=0.5849 top1=0.899 | val loss=0.1955 | t=1.1s  *
[finetune_replay] ep   2/90 | train loss=0.2967 top1=0.939 | val loss=0.5222 | t=0.2s
[finetune_replay] ep   3/90 | train loss=0.2299 top1=0.990 | val loss=0.4040 | t=0.1s
[finetune_replay] ep   4/90 | train loss=0.0773 top1=0.990 | val loss=0.2073 | t=0.1s
[finetune_replay] ep   5/90 | train loss=0.0675 top1=0.980 | val loss=0.3657 | t=0.1s
[finetune_replay] ep   6/90 | train loss=0.0299 top1=0.990 | val loss=0.2883 | t=0.2s
[finetune_replay] ep   7/90 | train loss=0.0185 top1=0.990 | val loss=0.1788 | t=0.1s  *
[finetune_replay] ep   8/90 | train loss=0.0105 top1=1.000 | val loss=0.2172 | t=0.1s
[finetune_replay] ep   9/90 | train loss=0.0140 top1=1.000 | val loss=0.3073 | t=0.1s
[finetune_replay] ep  10/90 | train loss=0.0042 top1=1.000 | val loss=0.3636 | t=0.1s
[finetune_replay] ep  11/90 | train loss=0.0054 top1=1.000 | val loss=0.3304 | t=0.1s
[finetune_replay] ep  12/90 | train loss=0.0049 top1=1.000 | val loss=0.2135 | t=0.1s
[finetune_replay] ep  13/90 | train loss=0.0079 top1=1.000 | val loss=0.1665 | t=0.1s  *
[finetune_replay] ep  14/90 | train loss=0.0076 top1=1.000 | val loss=0.1677 | t=0.2s
[finetune_replay] ep  15/90 | train loss=0.0028 top1=1.000 | val loss=0.1931 | t=0.1s
[finetune_replay] ep  16/90 | train loss=0.0030 top1=1.000 | val loss=0.2232 | t=0.1s
[finetune_replay] ep  17/90 | train loss=0.0020 top1=1.000 | val loss=0.2473 | t=0.1s
[finetune_replay] ep  18/90 | train loss=0.0022 top1=1.000 | val loss=0.2803 | t=0.1s
[finetune_replay] ep  19/90 | train loss=0.0021 top1=1.000 | val loss=0.2783 | t=0.1s
[finetune_replay] ep  20/90 | train loss=0.0025 top1=1.000 | val loss=0.2663 | t=0.1s
[finetune_replay] ep  21/90 | train loss=0.0038 top1=1.000 | val loss=0.2144 | t=0.1s
[finetune_replay] ep  22/90 | train loss=0.0031 top1=1.000 | val loss=0.1985 | t=0.1s
[finetune_replay] ep  23/90 | train loss=0.0035 top1=1.000 | val loss=0.2029 | t=0.1s
[finetune_replay] ep  24/90 | train loss=0.0031 top1=1.000 | val loss=0.2107 | t=0.1s
[finetune_replay] ep  25/90 | train loss=0.0023 top1=1.000 | val loss=0.2281 | t=0.1s
[finetune_replay] ep  26/90 | train loss=0.0014 top1=1.000 | val loss=0.2542 | t=0.1s
[finetune_replay] ep  27/90 | train loss=0.0023 top1=1.000 | val loss=0.2733 | t=0.1s
[finetune_replay] ep  28/90 | train loss=0.0023 top1=1.000 | val loss=0.2834 | t=0.1s
[finetune_replay] ep  29/90 | train loss=0.0014 top1=1.000 | val loss=0.2786 | t=0.1s
[finetune_replay] ep  30/90 | train loss=0.0020 top1=1.000 | val loss=0.2630 | t=0.1s
[finetune_replay] ep  31/90 | train loss=0.0021 top1=1.000 | val loss=0.2351 | t=0.1s
[finetune_replay] ep  32/90 | train loss=0.0015 top1=1.000 | val loss=0.2292 | t=0.1s
[finetune_replay] ep  33/90 | train loss=0.0021 top1=1.000 | val loss=0.2348 | t=0.1s
[finetune_replay] ep  34/90 | train loss=0.0018 top1=1.000 | val loss=0.2464 | t=0.1s
[finetune_replay] ep  35/90 | train loss=0.0016 top1=1.000 | val loss=0.2523 | t=0.1s
[finetune_replay] ep  36/90 | train loss=0.0018 top1=1.000 | val loss=0.2534 | t=0.1s
[finetune_replay] ep  37/90 | train loss=0.0017 top1=1.000 | val loss=0.2550 | t=0.1s
[finetune_replay] ep  38/90 | train loss=0.0013 top1=1.000 | val loss=0.2473 | t=0.1s
[finetune_replay] ep  39/90 | train loss=0.0015 top1=1.000 | val loss=0.2338 | t=0.1s
[finetune_replay] ep  40/90 | train loss=0.0014 top1=1.000 | val loss=0.2265 | t=0.1s
[finetune_replay] ep  41/90 | train loss=0.0020 top1=1.000 | val loss=0.2310 | t=0.1s
[finetune_replay] ep  42/90 | train loss=0.0014 top1=1.000 | val loss=0.2372 | t=0.1s
[finetune_replay] ep  43/90 | train loss=0.0017 top1=1.000 | val loss=0.2426 | t=0.1s
[finetune_replay] ep  44/90 | train loss=0.0012 top1=1.000 | val loss=0.2455 | t=0.1s
[finetune_replay] ep  45/90 | train loss=0.0011 top1=1.000 | val loss=0.2473 | t=0.1s
[finetune_replay] ep  46/90 | train loss=0.0013 top1=1.000 | val loss=0.2553 | t=0.1s
[finetune_replay] ep  47/90 | train loss=0.0013 top1=1.000 | val loss=0.2697 | t=0.1s
[finetune_replay] ep  48/90 | train loss=0.0013 top1=1.000 | val loss=0.2824 | t=0.1s
[finetune_replay] ep  49/90 | train loss=0.0011 top1=1.000 | val loss=0.2783 | t=0.1s
[finetune_replay] ep  50/90 | train loss=0.0011 top1=1.000 | val loss=0.2704 | t=0.1s
[finetune_replay] ep  51/90 | train loss=0.0013 top1=1.000 | val loss=0.2631 | t=0.1s
[finetune_replay] ep  52/90 | train loss=0.0012 top1=1.000 | val loss=0.2490 | t=0.1s
[finetune_replay] ep  53/90 | train loss=0.0010 top1=1.000 | val loss=0.2466 | t=0.1s
[finetune_replay] ep  54/90 | train loss=0.0013 top1=1.000 | val loss=0.2396 | t=0.1s
[finetune_replay] ep  55/90 | train loss=0.0012 top1=1.000 | val loss=0.2282 | t=0.1s
[finetune_replay] ep  56/90 | train loss=0.0012 top1=1.000 | val loss=0.2284 | t=0.1s
[finetune_replay] ep  57/90 | train loss=0.0011 top1=1.000 | val loss=0.2295 | t=0.1s
[finetune_replay] ep  58/90 | train loss=0.0009 top1=1.000 | val loss=0.2356 | t=0.1s
[finetune_replay] ep  59/90 | train loss=0.0010 top1=1.000 | val loss=0.2358 | t=0.1s
[finetune_replay] ep  60/90 | train loss=0.0010 top1=1.000 | val loss=0.2346 | t=0.1s
[finetune_replay] ep  61/90 | train loss=0.0013 top1=1.000 | val loss=0.2276 | t=0.1s
[finetune_replay] ep  62/90 | train loss=0.0013 top1=1.000 | val loss=0.2262 | t=0.1s
[finetune_replay] ep  63/90 | train loss=0.0009 top1=1.000 | val loss=0.2304 | t=0.1s
[finetune_replay] ep  64/90 | train loss=0.0009 top1=1.000 | val loss=0.2333 | t=0.1s
[finetune_replay] ep  65/90 | train loss=0.0012 top1=1.000 | val loss=0.2371 | t=0.1s
[finetune_replay] ep  66/90 | train loss=0.0013 top1=1.000 | val loss=0.2405 | t=0.1s
[finetune_replay] ep  67/90 | train loss=0.0011 top1=1.000 | val loss=0.2450 | t=0.1s
[finetune_replay] ep  68/90 | train loss=0.0010 top1=1.000 | val loss=0.2472 | t=0.1s
[finetune_replay] ep  69/90 | train loss=0.0012 top1=1.000 | val loss=0.2499 | t=0.1s
[finetune_replay] ep  70/90 | train loss=0.0010 top1=1.000 | val loss=0.2525 | t=0.1s
[finetune_replay] ep  71/90 | train loss=0.0011 top1=1.000 | val loss=0.2539 | t=0.1s
[finetune_replay] ep  72/90 | train loss=0.0010 top1=1.000 | val loss=0.2561 | t=0.1s
[finetune_replay] ep  73/90 | train loss=0.0012 top1=1.000 | val loss=0.2576 | t=0.1s
[finetune_replay] ep  74/90 | train loss=0.0012 top1=1.000 | val loss=0.2540 | t=0.1s
[finetune_replay] ep  75/90 | train loss=0.0010 top1=1.000 | val loss=0.2521 | t=0.2s
[finetune_replay] ep  76/90 | train loss=0.0011 top1=1.000 | val loss=0.2504 | t=0.1s
[finetune_replay] ep  77/90 | train loss=0.0010 top1=1.000 | val loss=0.2492 | t=0.1s
[finetune_replay] ep  78/90 | train loss=0.0012 top1=1.000 | val loss=0.2497 | t=0.1s
[finetune_replay] ep  79/90 | train loss=0.0008 top1=1.000 | val loss=0.2500 | t=0.1s
[finetune_replay] ep  80/90 | train loss=0.0009 top1=1.000 | val loss=0.2475 | t=0.1s
[finetune_replay] ep  81/90 | train loss=0.0008 top1=1.000 | val loss=0.2480 | t=0.1s
[finetune_replay] ep  82/90 | train loss=0.0009 top1=1.000 | val loss=0.2474 | t=0.1s
[finetune_replay] ep  83/90 | train loss=0.0009 top1=1.000 | val loss=0.2462 | t=0.2s
[finetune_replay] ep  84/90 | train loss=0.0010 top1=1.000 | val loss=0.2476 | t=0.1s
[finetune_replay] ep  85/90 | train loss=0.0010 top1=1.000 | val loss=0.2467 | t=0.1s
[finetune_replay] ep  86/90 | train loss=0.0008 top1=1.000 | val loss=0.2477 | t=0.1s
[finetune_replay] ep  87/90 | train loss=0.0009 top1=1.000 | val loss=0.2485 | t=0.1s
[finetune_replay] ep  88/90 | train loss=0.0008 top1=1.000 | val loss=0.2487 | t=0.1s
[finetune_replay] ep  89/90 | train loss=0.0010 top1=1.000 | val loss=0.2517 | t=0.1s
[finetune_replay] ep  90/90 | train loss=0.0012 top1=1.000 | val loss=0.2507 | t=0.1s
[finetune_replay] DONE best_val_loss=0.1665 @ epoch 13
[14:42:16] [uncertainty] member 2: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/checkpoints/member_2 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 210 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos/round_001
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/ensemble_dagger/demos/round_001
[hybrid-dataset] 20 demos -> 103 samples
[hybrid-dataset] 1 demos -> 6 samples
[finetune_replay] sampler audit: {'n_old_samples': 103, 'n_new_samples': 6, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=1.0893 top1=0.808 | val loss=0.0195 | t=1.0s  *
[finetune_replay] ep   2/90 | train loss=1.1647 top1=0.667 | val loss=0.0040 | t=0.2s  *
[finetune_replay] ep   3/90 | train loss=0.3420 top1=0.899 | val loss=0.0064 | t=0.2s
[finetune_replay] ep   4/90 | train loss=0.2855 top1=0.768 | val loss=0.0164 | t=0.1s
[finetune_replay] ep   5/90 | train loss=0.1476 top1=0.960 | val loss=0.0825 | t=0.1s
[finetune_replay] ep   6/90 | train loss=0.1501 top1=0.990 | val loss=0.0413 | t=0.1s
[finetune_replay] ep   7/90 | train loss=0.1120 top1=0.990 | val loss=0.0247 | t=0.1s
[finetune_replay] ep   8/90 | train loss=0.0521 top1=1.000 | val loss=0.0287 | t=0.1s
[finetune_replay] ep   9/90 | train loss=0.0526 top1=0.990 | val loss=0.0081 | t=0.1s
[finetune_replay] ep  10/90 | train loss=0.0151 top1=1.000 | val loss=0.0025 | t=0.1s  *
[finetune_replay] ep  11/90 | train loss=0.0265 top1=0.990 | val loss=0.0028 | t=0.2s
[finetune_replay] ep  12/90 | train loss=0.0126 top1=1.000 | val loss=0.0031 | t=0.1s
[finetune_replay] ep  13/90 | train loss=0.0124 top1=1.000 | val loss=0.0021 | t=0.1s  *
[finetune_replay] ep  14/90 | train loss=0.0084 top1=1.000 | val loss=0.0020 | t=0.1s  *
[finetune_replay] ep  15/90 | train loss=0.0078 top1=1.000 | val loss=0.0028 | t=0.1s
[finetune_replay] ep  16/90 | train loss=0.0083 top1=1.000 | val loss=0.0030 | t=0.1s
[finetune_replay] ep  17/90 | train loss=0.0068 top1=1.000 | val loss=0.0028 | t=0.1s
[finetune_replay] ep  18/90 | train loss=0.0053 top1=1.000 | val loss=0.0025 | t=0.1s
[finetune_replay] ep  19/90 | train loss=0.0032 top1=1.000 | val loss=0.0022 | t=0.1s
[finetune_replay] ep  20/90 | train loss=0.0037 top1=1.000 | val loss=0.0020 | t=0.1s  *
[finetune_replay] ep  21/90 | train loss=0.0038 top1=1.000 | val loss=0.0020 | t=0.1s
[finetune_replay] ep  22/90 | train loss=0.0032 top1=1.000 | val loss=0.0021 | t=0.1s
[finetune_replay] ep  23/90 | train loss=0.0031 top1=1.000 | val loss=0.0021 | t=0.1s
[finetune_replay] ep  24/90 | train loss=0.0025 top1=1.000 | val loss=0.0021 | t=0.1s
[finetune_replay] ep  25/90 | train loss=0.0029 top1=1.000 | val loss=0.0021 | t=0.1s
[finetune_replay] ep  26/90 | train loss=0.0020 top1=1.000 | val loss=0.0021 | t=0.1s
