[Mon May 11 12:57:13 AEST 2026] [p4_only gpu=0] starting

================================================================================
HYBRID P4-ONLY PIPELINE
================================================================================
[12:57:13] [p4-hybrid] p4_only root: /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only  baseline_only ref: /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only

--------------------------------------------------------------------------------
PHASE 1: BOOTSTRAP
--------------------------------------------------------------------------------
[12:57:14] [p4-hybrid] demos: copied 20 initial BFS demos from /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos; skipped 21 baseline-DAgger corrections, 0 unknown. Total now in /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/demos: 20.
[12:57:15] [p4-hybrid] copied initial best -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/checkpoints/best_hybrid_policy.pth

--------------------------------------------------------------------------------
PHASE 2: ROUND 0 — HELDOUT EVAL
--------------------------------------------------------------------------------
[12:57:15] [p4-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.equivariant_CNN_hybrid.rollout_test --checkpoint /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/checkpoints/best_hybrid_policy.pth --layouts /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/heldout_layouts.yaml --out_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/results/round_000_heldout_eval --seed 0 --max_steps 60
[hybrid-rollout] 200 unique; running 200 eps
[hybrid-rollout] ep 186 (heldout_187): steps=2 success=False
[hybrid-rollout] ep 187 (heldout_188): steps=6 success=True
[hybrid-rollout] ep 188 (heldout_189): steps=4 success=True
[hybrid-rollout] ep 189 (heldout_190): steps=4 success=True
[hybrid-rollout] ep 190 (heldout_191): steps=60 success=False
[hybrid-rollout] ep 191 (heldout_192): steps=4 success=True
[hybrid-rollout] ep 192 (heldout_193): steps=60 success=False
[hybrid-rollout] ep 193 (heldout_194): steps=3 success=False
[hybrid-rollout] ep 194 (heldout_195): steps=60 success=False
[hybrid-rollout] ep 195 (heldout_196): steps=4 success=True
[hybrid-rollout] ep 196 (heldout_197): steps=60 success=False
[hybrid-rollout] ep 197 (heldout_198): steps=60 success=False
[hybrid-rollout] ep 198 (heldout_199): steps=60 success=False
[hybrid-rollout] ep 199 (heldout_200): steps=60 success=False
[hybrid-rollout] DONE successes=83/200

--------------------------------------------------------------------------------
PHASE 3: P4 LOOP
--------------------------------------------------------------------------------

--------------------------------------------------------------------------------
ROUND 1
--------------------------------------------------------------------------------
[13:00:16] [p4-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.equivariant_CNN_hybrid.rollout_test --checkpoint /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/checkpoints/best_hybrid_policy.pth --layouts /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/correction_layouts.yaml --out_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/results/round_001/correction_rollout --seed 1000 --max_steps 60
[hybrid-rollout] 40 unique; running 40 eps
[hybrid-rollout] loaded /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/checkpoints/best_hybrid_policy.pth
[hybrid-rollout] ep 0 (heldout_001): steps=60 success=False
[hybrid-rollout] ep 1 (heldout_002): steps=4 success=True
[hybrid-rollout] ep 2 (heldout_003): steps=4 success=True
[hybrid-rollout] ep 3 (heldout_004): steps=4 success=True
[hybrid-rollout] ep 4 (heldout_005): steps=6 success=True
[hybrid-rollout] ep 5 (heldout_006): steps=60 success=False
[hybrid-rollout] ep 6 (heldout_007): steps=60 success=False
[hybrid-rollout] ep 7 (heldout_008): steps=1 success=False
[hybrid-rollout] ep 8 (heldout_009): steps=60 success=False
[hybrid-rollout] ep 9 (heldout_010): steps=60 success=False
[hybrid-rollout] ep 10 (heldout_011): steps=60 success=False
[hybrid-rollout] ep 11 (heldout_012): steps=60 success=False
[hybrid-rollout] ep 12 (heldout_013): steps=60 success=False
[hybrid-rollout] ep 13 (heldout_014): steps=60 success=False
[hybrid-rollout] ep 14 (heldout_015): steps=5 success=True
[hybrid-rollout] ep 15 (heldout_016): steps=4 success=True
[hybrid-rollout] ep 16 (heldout_017): steps=60 success=False
[hybrid-rollout] ep 17 (heldout_018): steps=60 success=False
[hybrid-rollout] ep 18 (heldout_019): steps=60 success=False
[hybrid-rollout] ep 19 (heldout_020): steps=7 success=True
[hybrid-rollout] ep 20 (heldout_021): steps=4 success=True
[hybrid-rollout] ep 21 (heldout_022): steps=3 success=False
[hybrid-rollout] ep 22 (heldout_023): steps=60 success=False
[hybrid-rollout] ep 23 (heldout_024): steps=60 success=False
[hybrid-rollout] ep 24 (heldout_025): steps=2 success=False
[hybrid-rollout] ep 25 (heldout_026): steps=4 success=True
[hybrid-rollout] ep 26 (heldout_027): steps=60 success=False
[hybrid-rollout] ep 27 (heldout_028): steps=5 success=True
[hybrid-rollout] ep 28 (heldout_029): steps=4 success=True
[hybrid-rollout] ep 29 (heldout_030): steps=60 success=False
[hybrid-rollout] ep 30 (heldout_031): steps=60 success=False
[hybrid-rollout] ep 31 (heldout_032): steps=60 success=False
[hybrid-rollout] ep 32 (heldout_033): steps=60 success=False
[hybrid-rollout] ep 33 (heldout_034): steps=3 success=False
[hybrid-rollout] ep 34 (heldout_035): steps=4 success=True
[hybrid-rollout] ep 35 (heldout_036): steps=60 success=False
[hybrid-rollout] ep 36 (heldout_037): steps=6 success=True
[hybrid-rollout] ep 37 (heldout_038): steps=4 success=True
[hybrid-rollout] ep 38 (heldout_039): steps=60 success=False
[hybrid-rollout] ep 39 (heldout_040): steps=3 success=False
[hybrid-rollout] DONE successes=14/40
[p4_only_hybrid] rollout_dir : /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/results/round_001/correction_rollout
[p4_only_hybrid] out_dir     : /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/results/round_001/p4_analysis
[p4_only_hybrid] profile     : p4_vlm_reasoning_kag_cross_plain_llm.yaml
[p4_only_hybrid] overrides   : {'pipeline': {'use_vlm': True, 'use_reasoning': True, 'use_cross_episode_reasoning': True, 'use_kag': True, 'use_rag': False, 'use_tkf': False, 'use_plain_llm': True, 'use_aggregator': True}, 'llm': {'prompt_addendum_reasoning': 'SAMPLE-EFFICIENCY DIRECTIVE — pick the smallest n_demos that closes the failure mode,\nbut never zero when a failure is present.\nHARD FLOOR: this episode IS a failure. n_demos for this episode must be >= 1.', 'prompt_addendum_aggregator': 'HOLISTIC SAMPLE-EFFICIENCY DIRECTIVE — minimise total layouts but NEVER zero, and\nscale recommendations with the diversity of the failure pool.\n1. Cluster the failures into the smallest set of distinct modes.\n2. Recommend the SMALLEST set of layouts per cluster that fixes the missing behaviour.\n3. HARD FLOOR: if n_failure_episodes >= 1, the response MUST contain at least one\n   cluster, one demonstration_prescription, one recommended_layout, and\n   total_demonstrations_needed >= 1.\n4. SCALE WITH POOL DIVERSITY (soft guideline, total recommended_layouts):\n      n_failure_episodes  1-3   -> aim for 1-2\n      n_failure_episodes  4-7   -> aim for 2-4\n      n_failure_episodes  8-15  -> aim for 3-7\n      n_failure_episodes  16+   -> aim for 5-10\n   Always keep total < n_failure_episodes (otherwise no compression).\n'}, 'tkf': {'demo_dir': '/vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/p4_only/demos'}}

======================================================================
[Rerun] PHASE B — 26 failures
======================================================================
[Rerun] failure_ids=[0, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 21, 22, 23, 24, 26, 29, 30, 31, 32, 33, 35, 38, 39]
[Rerun] Phase B fan-out: 26 failures, max_workers=26, ids=[0, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 21, 22, 23, 24, 26, 29, 30, 31, 32, 33, 35, 38, 39]
  [Phase B][ep 0] VLM...
  [Phase B][ep 5] VLM...
  [Phase B][ep 6] VLM...
  [Phase B][ep 7] VLM...
  [Phase B][ep 8] VLM...
  [Phase B][ep 9] VLM...
[oai-retry] config: TPM_BUDGET=200000 SHARE=0.220 -> TARGET_TPM=44000 MAX_IN_FLIGHT=2 SDK_MAX_RETRIES=8 SDK_TIMEOUT=120.0s
  [Phase B][ep 10] VLM...
  [Phase B][ep 11] VLM...
  [Phase B][ep 12] VLM...
  [Phase B][ep 13] VLM...
  [Phase B][ep 16] VLM...
  [Phase B][ep 17] VLM...
  [Phase B][ep 18] VLM...
  [Phase B][ep 21] VLM...
  [Phase B][ep 22] VLM...
  [Phase B][ep 23] VLM...
  [Phase B][ep 24] VLM...
  [Phase B][ep 26] VLM...
  [Phase B][ep 29] VLM...
  [Phase B][ep 30] VLM...
  [Phase B][ep 31] VLM...
  [Phase B][ep 32] VLM...
  [Phase B][ep 33] VLM...
  [Phase B][ep 35] VLM...
  [Phase B][ep 38] VLM...
  [Phase B][ep 39] VLM...
[vlm-pace] throttled 11.7s before issue (target_tpm=44000, est_tokens=8647)
[vlm-pace] throttled 23.5s before issue (target_tpm=44000, est_tokens=8721)
[vlm-pace] throttled 35.4s before issue (target_tpm=44000, est_tokens=8652)
[vlm-pace] throttled 47.3s before issue (target_tpm=44000, est_tokens=8732)
[vlm-pace] throttled 59.2s before issue (target_tpm=44000, est_tokens=8758)
[vlm-pace] throttled 71.1s before issue (target_tpm=44000, est_tokens=8744)
[vlm-pace] throttled 83.0s before issue (target_tpm=44000, est_tokens=8750)
[vlm-pace] throttled 95.0s before issue (target_tpm=44000, est_tokens=8727)
[vlm-pace] throttled 106.9s before issue (target_tpm=44000, est_tokens=8777)
[vlm-pace] throttled 55.5s before issue (target_tpm=44000, est_tokens=8745)
[vlm-pace] throttled 130.8s before issue (target_tpm=44000, est_tokens=8817)
[vlm-pace] throttled 142.9s before issue (target_tpm=44000, est_tokens=8842)
[vlm-pace] throttled 154.9s before issue (target_tpm=44000, est_tokens=8780)
[vlm-pace] throttled 109.2s before issue (target_tpm=44000, est_tokens=8775)
[vlm-pace] throttled 40.6s before issue (target_tpm=44000, est_tokens=8796)
[vlm-pace] throttled 190.9s before issue (target_tpm=44000, est_tokens=8832)
  [Phase B][ep 32] Reasoning — analysis pass...
[vlm-pace] throttled 202.9s before issue (target_tpm=44000, est_tokens=8833)
[vlm-pace] throttled 21.2s before issue (target_tpm=44000, est_tokens=8779)
[vlm-pace] throttled 106.4s before issue (target_tpm=44000, est_tokens=8788)
  [Phase B][ep 38] Reasoning — analysis pass...
[vlm-pace] throttled 238.9s before issue (target_tpm=44000, est_tokens=8840)
[vlm-pace] throttled 173.3s before issue (target_tpm=44000, est_tokens=8822)
[vlm-pace] throttled 14.6s before issue (target_tpm=44000, est_tokens=8834)
[vlm-pace] throttled 226.4s before issue (target_tpm=44000, est_tokens=8881)
  [Phase B][ep 5] Reasoning — analysis pass...
[vlm-pace] throttled 184.2s before issue (target_tpm=44000, est_tokens=8829)
[vlm-pace] throttled 88.9s before issue (target_tpm=44000, est_tokens=8834)
[vlm-pace] throttled 311.3s before issue (target_tpm=44000, est_tokens=8870)
[vlm-pace] throttled 208.3s before issue (target_tpm=44000, est_tokens=8880)
[vlm-pace] throttled 19.8s before issue (target_tpm=44000, est_tokens=8832)
[vlm-pace] throttled 44.9s before issue (target_tpm=44000, est_tokens=8879)
  [Phase B][ep 26] Reasoning — analysis pass...
[vlm-pace] throttled 359.7s before issue (target_tpm=44000, est_tokens=8891)
  [Phase B][ep 7] Reasoning — analysis pass...
[vlm-pace] throttled 277.5s before issue (target_tpm=44000, est_tokens=8872)
[vlm-pace] throttled 356.0s before issue (target_tpm=44000, est_tokens=8938)
[vlm-pace] throttled 396.2s before issue (target_tpm=44000, est_tokens=8921)
[vlm-pace] throttled 9.8s before issue (target_tpm=44000, est_tokens=8840)
[vlm-pace] throttled 41.2s before issue (target_tpm=44000, est_tokens=8893)
  [Phase B][ep 13] Reasoning — analysis pass...
[vlm-pace] throttled 260.9s before issue (target_tpm=44000, est_tokens=8906)
[vlm-pace] throttled 412.0s before issue (target_tpm=44000, est_tokens=8923)
[vlm-pace] throttled 191.6s before issue (target_tpm=44000, est_tokens=8910)
[vlm-pace] throttled 3.7s before issue (target_tpm=44000, est_tokens=8803)
[vlm-pace] throttled 481.0s before issue (target_tpm=44000, est_tokens=8943)
  [Phase B][ep 31] Reasoning — analysis pass...
  [Phase B][ep 6] Reasoning — analysis pass...
[vlm-pace] throttled 55.2s before issue (target_tpm=44000, est_tokens=8891)
[vlm-pace] throttled 505.3s before issue (target_tpm=44000, est_tokens=8944)
  [Phase B][ep 18] Reasoning — analysis pass...
[vlm-pace] throttled 445.0s before issue (target_tpm=44000, est_tokens=8946)
[vlm-pace] throttled 529.8s before issue (target_tpm=44000, est_tokens=8959)
[vlm-pace] throttled 215.0s before issue (target_tpm=44000, est_tokens=8966)
[vlm-pace] throttled 15.7s before issue (target_tpm=44000, est_tokens=8981)
[vlm-pace] throttled 1.7s before issue (target_tpm=44000, est_tokens=8915)
[vlm-pace] throttled 179.1s before issue (target_tpm=44000, est_tokens=8978)
  [Phase B][ep 10] Reasoning — analysis pass...
  [Phase B][ep 35] Reasoning — analysis pass...
[vlm-pace] throttled 253.3s before issue (target_tpm=44000, est_tokens=8949)
[vlm-pace] throttled 454.5s before issue (target_tpm=44000, est_tokens=9035)
  [Phase B][ep 11] Reasoning — analysis pass...
[vlm-pace] throttled 94.7s before issue (target_tpm=44000, est_tokens=9026)
  [Phase B][ep 24] Reasoning — analysis pass...
